gene	entrez_id	chromosome	start_position	end_position	prop_express	selected.Astro	selected.Exc	selected.Inh	selected.Micro	selected.Oligo	selected.OPC
ACBD7	414149	10	15075475	15088776	0.0543246560299722	1	0	0	0	0	0
ACCS	84680	11	44066179	44084237	0.123183256895549	1	0	0	0	0	0
ACHE	43	7	100889994	100896686	0.239390220270008	0	0	1	0	0	0
ACKR3	57007	2	236537126	236582358	0.0330082036044183	1	0	0	0	0	0
ACLY	47	17	41866916	41930542	0.309863703895097	0	0	1	0	0	0
ACO1	48	9	32384603	32450836	0.316646211485046	0	0	1	0	0	0
ACO2	50	22	41469125	41528989	0.214456430463148	1	0	0	0	0	0
ACOT11	26027	1	54548134	54634744	0.0742846069375363	1	0	0	0	0	0
ACOT13	55856	6	24667035	24705069	0.242555390478651	1	0	0	0	0	0
ACOT7	11332	1	6264272	6393766	0.516181125250307	0	0	1	0	0	0
ACOT9	23597	X	23703660	23743290	0.132032814417673	1	0	0	0	0	0
ACOX2	8309	3	58505136	58537348	0.0160196369743557	1	0	0	0	0	0
ACP6	51205	1	147629286	147670512	0.117305083650927	1	0	0	0	0	0
ACSBG1	23205	15	78170845	78234707	0.0296492474646341	1	0	0	0	0	0
ACSF2	80221	17	50426158	50474845	0.0127252761449519	1	0	0	0	0	0
ACSL1	2180	4	184755595	184826114	0.204573347974937	0	0	0	0	1	0
ACSL3	2181	2	222860984	222943401	0.748724242619986	0	0	1	0	0	0
ACSS1	84532	20	25006230	25058182	0.0437956204379562	1	0	0	0	0	0
ACSS2	55902	20	34874942	34927966	0.196111362315096	0	0	0	0	1	0
ACSS3	79611	12	81078018	81257795	0.0309411536722434	1	0	0	0	0	0
ACTC1	70	15	34788096	34795726	0.0646599056908468	0	0	1	0	0	0
ACTG1	71	17	81509971	81512866	0.676054518441961	0	0	1	0	0	0
ACTN1	87	14	68874123	68979366	0.732769200956011	0	1	0	0	0	0
ACTR1B	10120	2	97655939	97664098	0.611394612751114	0	1	0	0	0	0
ACTR2	10097	2	65227695	65271253	0.814611459208062	0	1	0	0	0	0
ACTR3	10096	2	113889934	113961554	0.402041211808023	0	0	0	1	0	0
ACYP1	97	14	75053221	75069483	0.471933337639687	0	0	1	0	0	0
ACYP2	98	2	54115273	54305300	0.383825334280731	0	0	0	0	1	0
ADAL	161823	15	43330356	43354555	0.503778825657257	1	0	0	0	0	0
ADAM10	102	15	58595204	58749978	0.454557199147342	0	0	0	0	1	0
ADAM11	4185	17	44759037	44781846	0.656611330017441	0	1	0	0	0	0
ADAM17	6868	2	9489263	9555788	0.510819714488728	0	1	0	0	0	0
ADAM23	8745	2	206443544	206621130	0.78812738195207	0	1	0	0	0	0
ADAM28	10863	8	24294040	24359018	0.101220851366191	0	0	0	1	0	0
ADAM33	80332	20	3667973	3682131	0.0902396486015115	0	0	1	0	0	0
ADAMTS1	9510	21	26836287	26845409	0.0462502422324139	0	0	0	0	1	0
ADAMTS10	81794	19	8580240	8610753	0.34074026225696	1	0	0	0	0	0
ADAMTS14	140766	10	70672539	70762441	0.0139525870421807	0	0	0	0	1	0
ADAMTS3	9508	4	72280969	72568799	0.205671468251405	0	1	0	0	0	0
ADAMTS4	9507	1	161189748	161199055	0.0492862218202958	0	0	0	0	1	0
ADAMTS6	11174	5	65148736	65482027	0.05955687617079	0	0	1	0	0	0
ADAMTS7P1	390660	15	82293283	82334561	0.449324979006524	0	1	0	0	0	0
ADAMTS9-AS2	100507098	3	64684870	65011468	0.0543246560299722	0	0	1	0	0	0
ADAMTSL2	9719	9	133532164	133575519	0.0992183967443964	0	0	0	1	0	0
ADAMTSL3	57188	15	83654086	84039842	0.166591305471223	0	0	1	0	0	0
ADAMTSL5	339366	19	1505018	1513189	0.0324914411213746	1	0	0	0	0	0
ADAP1	11033	7	897900	955407	0.265357535042956	0	0	0	0	1	0
ADAP2	55803	17	30921685	30959398	0.0246108132549577	0	0	0	1	0	0
ADARB2	105	10	1177313	1737498	0.167818616368452	0	0	1	0	0	0
ADARB2-AS1	642394	10	1526630	1556984	0.0640785478974226	0	0	1	0	0	0
ADCY10P1	221442	6	41101034	41140835	0.108778502680705	0	0	0	0	1	0
ADCY2	108	5	7396230	7830081	0.745300691169821	0	0	1	0	0	0
ADCY7	113	16	50244749	50318135	0.173632194302694	0	0	0	1	0	0
ADCY8	114	8	130780300	131041598	0.165041018022092	0	0	1	0	0	0
ADCYAP1	116	18	904345	912172	0.174278147406498	0	1	0	0	0	0
ADCYAP1R1	117	7	31052341	31111479	0.349137652606421	0	0	1	0	0	0
ADD3-AS1	100505933	10	109945559	110008381	0.0392093534009431	1	0	0	0	0	0
ADGRA3	166647	4	22387374	22516058	0.144822685873006	1	0	0	0	0	0
ADGRB1	575	8	142449888	142545008	0.736644919578839	0	0	0	0	0	1
ADGRB2	576	1	31727105	31764063	0.674439635682449	0	1	0	0	0	0
ADGRB3	577	6	68635282	69389511	0.924100510302952	0	1	0	0	0	0
ADGRL2	23266	1	81306199	81992738	0.738905755442155	0	1	0	0	0	0
ADGRL3	23284	4	61383124	62078335	0.708093792390672	0	0	0	0	0	1
ADGRV1	84059	5	90558800	91164223	0.241586460822944	1	0	0	0	0	0
ADHFE1	137872	8	66432483	66468809	0.150507073186487	1	0	0	0	0	0
ADI1	55256	2	3497919	3519579	0.399005232220141	1	0	0	0	0	0
ADIPOR2	79602	12	1690981	1788679	0.230411472127124	0	0	0	0	1	0
ADIRF	10974	10	86968431	86970909	0.0240294554615335	1	0	0	0	0	0
ADORA2B	136	17	15927783	15975896	0.0160196369743557	1	0	0	0	0	0
ADPGK	83440	15	72751294	72783785	0.180479297203023	1	0	0	0	0	0
ADRA1A	148	8	26742847	26871008	0.213552096117822	0	0	1	0	0	0
ADRB1	153	10	114044047	114046908	0.319553000452167	0	1	0	0	0	0
ADRBK1	156	11	67266400	67286558	0.318971642658743	0	0	0	1	0	0
ADRBK2	157	22	25517856	25729294	0.675150184096635	0	0	1	0	0	0
ADSS	159	1	244408492	244452134	0.458045345907887	0	0	0	0	1	0
ADTRP	84830	6	11712895	11779628	0.19527162328015	0	1	0	0	0	0
AEBP1	165	7	44104320	44114565	0.0170531619404431	1	0	0	0	0	0
AFAP1	60312	4	7758713	7939926	0.296557069956721	0	0	1	0	0	0
AFAP1L2	84632	10	114280730	114405143	0.145920806149474	0	0	0	0	0	1
AFF2	2334	X	148500619	149000663	0.113493960338479	0	0	1	0	0	0
AFF3	3899	2	99545864	100142583	0.631225373037917	0	1	0	0	0	0
AFMID	125061	17	78185102	78207701	0.172340288095084	0	0	0	0	1	0
AGA	175	4	177430774	177442503	0.0875266455655319	0	0	0	0	1	0
AGAP2	116986	12	57723761	57742201	0.577094502939087	0	1	0	0	0	0
AGAP3	116988	7	151085831	151144436	0.645307150700859	0	1	0	0	0	0
AGAP6	414189	10	49973060	50010499	0.633550804211614	0	1	0	0	0	0
AGBL4	84871	1	48532834	50023954	0.573606356178541	0	1	0	0	0	0
AGFG2	3268	7	100539211	100568220	0.129449002002455	1	0	0	0	0	0
AGK	55750	7	141551278	141654409	0.511207286351011	0	0	0	0	1	0
AGL	178	1	99850077	99924023	0.589496802532136	1	0	0	0	0	0
AGPAT4	56895	6	161130020	161274075	0.538143530779665	0	0	0	0	1	0
AGPAT4-IT1	79992	6	161160114	161161982	0.205090110457981	0	0	0	0	1	0
AGPAT6	137964	8	41578188	41625001	0.35734125702474	0	0	1	0	0	0
AGT	183	1	230702523	230714590	0.0325560364317551	1	0	0	0	0	0
AGTPBP1	23287	9	85546539	85742029	0.790646599056908	0	0	0	0	1	0
AHCYL1	10768	1	109984741	110023742	0.642917124216782	1	0	0	0	0	0
AHCYL2	23382	7	129225014	129430211	0.227763064401524	1	0	0	0	0	0
AHNAK	79026	11	62433542	62546860	0.0196369743556618	1	0	0	0	0	0
AIF1L	83543	9	131096476	131123152	0.0138879917318003	0	0	0	0	1	0
AIFM3	150209	22	20965130	20981360	0.255409857244364	1	0	0	0	0	0
AIG1	51390	6	143059363	143340343	0.630321038692591	0	0	1	0	0	0
AK1	203	9	127866480	127877743	0.38783024352432	1	0	0	0	0	0
AK4	205	1	65147549	65232145	0.208772043149667	1	0	0	0	0	0
AKAP1	8165	17	57085192	57121349	0.350752535365932	0	0	1	0	0	0
AKAP5	9495	14	64465499	64474503	0.378851495381435	0	1	0	0	0	0
AKAP6	9472	14	32329273	32833999	0.806537045410503	0	0	0	0	1	0
AKAP7	9465	6	131135686	131283535	0.518958723596667	0	0	1	0	0	0
AKIRIN1	79647	1	38991244	39006065	0.428912860926297	0	0	0	0	1	0
AKNA	80709	9	114334149	114398551	0.0984432530198308	0	0	0	1	0	0
AKR1B1	231	7	134442351	134459136	0.352819585298107	0	0	1	0	0	0
AKR1C2	1646	10	4987775	5018033	0.162909372779536	0	0	0	0	0	1
AKR1C3	8644	10	5048766	5107686	0.0400490924358892	0	0	0	0	0	1
AKR7L	246181	1	19265982	19274074	0.0783541114915057	1	0	0	0	0	0
AKT3	10000	1	243488233	243851079	0.755635940830696	0	1	0	0	0	0
ALCAM	214	3	105366713	105576913	0.476971771849364	0	0	0	0	1	0
ALDH1A1	216	9	72900662	72953317	0.0402428783670306	1	0	0	0	0	0
ALDH1A3	220	15	100879692	100916626	0.121568374136038	0	0	0	0	0	1
ALDH1L1	10840	3	126103561	126181526	0.0271300303597959	1	0	0	0	0	0
ALDH3A2	224	17	19648136	19677596	0.47367741101996	0	1	0	0	0	0
ALDH4A1	8659	1	18871430	18902799	0.0373360893999096	1	0	0	0	0	0
ALDH5A1	7915	6	24494969	24537207	0.489632452683935	0	0	1	0	0	0
ALDH7A1	501	5	126541841	126595390	0.307861249273303	1	0	0	0	0	0
ALDOA	226	16	30053090	30070420	0.820941799625347	0	0	1	0	0	0
ALK	238	2	29192774	29921611	0.0914023641883599	0	0	1	0	0	0
ALOX12	239	17	6994196	7010754	0.157354176086816	1	0	0	0	0	0
ALOX12-AS1	100506713	17	6985123	7012334	0.400555519669272	0	0	0	0	1	0
ALOX5	240	10	45374176	45446121	0.0107228215231574	0	0	0	1	0	0
ALPK1	80216	4	112297336	112442618	0.0463794328531749	0	0	0	1	0	0
ALPL	249	1	21508982	21578412	0.0427620954718687	0	0	0	0	0	1
ALS2	57679	2	201700263	201781172	0.629545894968025	0	1	0	0	0	0
ALS2CL	259173	3	46668995	46693704	0.270525159873393	0	1	0	0	0	0
ALS2CR11	151254	2	201487421	201619183	0.0917253407402623	1	0	0	0	0	0
AMD1	262	6	110814621	110895713	0.759963826626187	0	0	0	0	1	0
AMFR	267	16	56361452	56425538	0.864414443511401	0	0	0	0	1	0
AMH	268	19	2249114	2252073	0.128415477036367	0	0	1	0	0	0
AMIGO1	57463	1	109504178	109509717	0.338479426393644	0	0	1	0	0	0
AMOT	154796	X	112774877	112840961	0.070085911762806	1	0	0	0	0	0
AMOTL1	154810	11	94706436	94876753	0.12324785220593	0	0	1	0	0	0
AMOTL2	51421	3	134355345	134375417	0.148569213875073	0	0	0	0	1	0
AMPD2	271	1	109619659	109632055	0.408048575673406	0	0	1	0	0	0
AMPD3	272	11	10450321	10507579	0.123506233447452	0	0	0	0	1	0
AMY2B	280	1	103554644	103579534	0.793036625540986	1	0	0	0	0	0
AMZ1	155185	7	2679522	2765679	0.14262644532007	0	0	0	0	0	1
AMZ2	51321	17	68205997	68257164	0.454492603836961	1	0	0	0	0	0
ANAPC2	29882	9	137174784	137188605	0.150636263807248	1	0	0	0	0	0
ANAPC5	51433	12	121308245	121354209	0.823461016730185	0	0	0	0	1	0
ANGEL1	23357	14	76787243	76828473	0.251921710483819	0	0	0	0	0	1
ANGPT2	285	8	6499651	6563263	0.152251146566759	0	0	0	0	0	1
ANGPTL2	23452	9	127087349	127122797	0.0319746786383309	0	0	0	0	0	1
ANGPTL4	51129	19	8364127	8374375	0.0128544667657128	1	0	0	0	0	0
ANK1	286	8	41653225	41896762	0.161165299399264	0	0	1	0	0	0
ANK3	288	10	60026298	60733526	0.961501195013242	0	0	0	0	1	0
ANKAR	150709	2	189674292	189763058	0.429817195271623	1	0	0	0	0	0
ANKDD1A	348094	15	64911902	64958700	0.475873651572896	1	0	0	0	0	0
ANKH	56172	5	14704800	14871778	0.594535236741813	0	0	1	0	0	0
ANKIB1	54467	7	92246216	92401770	0.569795232866094	0	0	0	0	1	0
ANKMY2	57037	7	16599776	16645817	0.405916930430851	0	1	0	0	0	0
ANKRD12	23253	18	9136753	9285985	0.938634455138557	0	0	1	0	0	0
ANKRD17	26057	4	73074785	73259142	0.8392868677734	0	0	0	1	0	0
ANKRD18A	253650	9	38542965	38620655	0.399844971255087	0	0	0	0	1	0
ANKRD18B	441459	9	33524353	33575969	0.468961953362186	0	1	0	0	0	0
ANKRD24	170961	19	4182625	4224814	0.552354499063368	0	1	0	0	0	0
ANKRD27	84079	19	32597001	32675196	0.33524966087462	0	1	0	0	0	0
ANKRD30A	91074	10	37125742	37235831	0.0491570311995349	0	0	0	1	0	0
ANKRD32	84250	5	94615858	94714918	0.859246818680964	0	1	0	0	0	0
ANKRD33B	651746	5	10564323	10657816	0.334022349977392	0	1	0	0	0	0
ANKRD36BP2	645784	2	88765902	88806596	0.413862153607648	0	0	0	0	0	1
ANKRD40	91369	17	50693190	50707909	0.309863703895097	0	0	0	0	1	0
ANKRD49	54851	11	94493987	94499578	0.625347199793295	0	1	0	0	0	0
ANKRD50	57182	4	124664048	124713220	0.209547186874233	0	0	1	0	0	0
ANKRD55	79722	5	56099680	56233359	0.130417931658162	0	0	1	0	0	0
ANKRD62	342850	18	12072533	12129764	0.206188230734449	0	1	0	0	0	0
ANKRD62P1-PARP4P3	23783	22	16653708	16675540	0.0415347845746399	0	0	0	0	1	0
ANKRD65	441869	1	1418420	1421820	0.0966991796395582	0	0	0	0	1	0
ANKRD9	122416	14	102503649	102509791	0.150830049738389	1	0	0	0	0	0
ANLN	54443	7	36389803	36453791	0.0910147923260771	0	0	0	0	1	0
ANO1	55107	11	70078302	70189545	0.0635617854143789	0	0	1	0	0	0
ANO8	57719	19	17323223	17334834	0.296169498094438	1	0	0	0	0	0
ANP32E	81611	1	150218417	150236156	0.274013306633938	1	0	0	0	0	0
ANTXR2	118429	4	79901617	80073472	0.0483172921645889	1	0	0	0	0	0
ANXA1	301	9	73151731	73170393	0.102383566953039	0	1	0	0	0	0
ANXA11	311	10	80152610	80205677	0.358245591370067	0	1	0	0	0	0
AOAH	313	7	36512941	36724549	0.065370454105032	0	0	0	1	0	0
AP1B1	162	22	29327680	29388583	0.438602157483367	0	0	0	1	0	0
AP1G1	164	16	71729000	71809073	0.502616110070409	0	0	0	1	0	0
AP1G2	8906	14	23559563	23569545	0.773787223047607	0	1	0	0	0	0
AP1S2	8905	X	15825806	15855014	0.359408306956915	0	0	1	0	0	0
AP2B1	163	17	35586899	35726417	0.767198501388799	0	0	0	0	1	0
AP3M2	10947	8	42152946	42171183	0.554938311478587	0	0	1	0	0	0
AP4M1	9179	7	100101412	100107180	0.259543957108714	1	0	0	0	0	0
APAF1	317	12	98645228	98735433	0.35314256185001	0	0	0	1	0	0
APBA2	321	15	28885994	29118315	0.625347199793295	0	1	0	0	0	0
APBB1	322	11	6395124	6419472	0.740908210063949	0	0	0	0	1	0
APBB1IP	54518	10	26438203	26567879	0.0164718041470189	0	0	0	1	0	0
APBB3	10307	5	140558268	140564604	0.393902202700084	1	0	0	0	0	0
APC2	10297	19	1446268	1473244	0.446159808797881	1	0	0	0	0	0
APCDD1	147495	18	10454628	10488701	0.037529875331051	1	0	0	0	0	0
APIP	51074	11	34882295	34916411	0.378528518829533	0	0	0	0	1	0
APLF	200558	2	68467559	68580162	0.0921775079129255	0	0	0	0	0	1
APLP1	333	19	35868499	35879797	0.82139396679801	0	0	0	0	1	0
APLP2	334	11	130069821	130144811	0.849363736192752	0	0	1	0	0	0
APMAP	57136	20	24962925	24992974	0.557328337962664	0	0	1	0	0	0
APOA1BP	128240	1	156591766	156594299	0.277501453394484	0	0	0	0	0	1
APOL2	23780	22	36226209	36239954	0.368710031651702	0	1	0	0	0	0
APOLD1	81575	12	12725917	12791466	0.103158710677605	0	0	0	0	1	0
AQP4	361	18	26852043	26865752	0.165880757057038	1	0	0	0	0	0
AQP4-AS1	147429	18	26865308	26935946	0.2050255151476	1	0	0	0	0	0
ARFGAP1	55738	20	63272785	63289793	0.461468897358052	1	0	0	0	0	0
ARFGAP2	84364	11	47164298	47177503	0.504424778761062	1	0	0	0	0	0
ARFGEF1	10565	8	67175296	67343897	0.654544280085266	0	0	0	0	0	1
ARFGEF3	57221	6	138161916	138344663	0.823008849557522	0	0	0	0	1	0
ARG2	384	14	67619862	67651720	0.25062980427621	0	0	1	0	0	0
ARGLU1	55082	13	106543314	106568166	0.992377753375105	1	0	0	0	0	0
ARHGAP1	392	11	46677075	46700665	0.300045216717266	0	0	0	0	1	0
ARHGAP10	79658	4	147732063	148072779	0.178541437891609	0	0	0	0	0	1
ARHGAP15	55843	2	143070968	143768352	0.0275821975324591	0	0	0	1	0	0
ARHGAP17	55114	16	24919384	25015601	0.366836767650669	0	0	0	0	1	0
ARHGAP25	9938	2	68710505	68826833	0.0495446030618177	0	0	0	1	0	0
ARHGAP29	9411	1	94168907	94275068	0.396033847942639	0	1	0	0	0	0
ARHGAP4	393	X	153907376	153926260	0.0491570311995349	0	0	0	1	0	0
ARHGAP5-AS1	84837	14	32075419	32076699	0.058587946515083	1	0	0	0	0	0
ARHGAP9	64333	12	57472255	57483959	0.0858471674956398	0	0	0	1	0	0
ARHGDIA	396	17	81867719	81871406	0.316775402105807	0	0	0	0	1	0
ARHGDIB	397	12	14942015	14961628	0.0272592209805568	0	0	0	1	0	0
ARHGDIG	398	16	280606	283003	0.597312835088173	0	0	1	0	0	0
ARHGEF10L	55160	1	17520197	17697875	0.212583166462115	1	0	0	0	0	0
ARHGEF18	23370	19	7348911	7476990	0.168529164782637	0	0	0	0	1	0
ARHGEF26	26084	3	154121003	154257827	0.122795685033267	1	0	0	0	0	0
ARHGEF26-AS1	100507524	3	154024401	154121210	0.0404366642981719	1	0	0	0	0	0
ARHGEF3	50650	3	56727418	57079308	0.59563335701828	0	1	0	0	0	0
ARHGEF37	389337	5	149551632	149634968	0.185388540791939	0	0	0	0	1	0
ARHGEF4	50649	2	130836916	131047253	0.729022672953944	1	0	0	0	0	0
ARHGEF40	55701	14	21070226	21090248	0.0705380789354693	1	0	0	0	0	0
ARHGEF7	8874	13	111115277	111305734	0.836444674116659	0	0	0	0	1	0
ARID1A	8289	1	26696031	26782110	0.500226083586332	1	0	0	0	0	0
ARID2	196528	12	45729689	45908037	0.377042826690782	1	0	0	0	0	0
ARID5A	10865	2	96536727	96552634	0.0487694593372521	0	0	0	1	0	0
ARIH2	10425	3	48918821	48985541	0.676700471545766	0	0	0	0	1	0
ARL1	400	12	101393120	101407820	0.333118015632065	0	0	1	0	0	0
ARL14EP	120534	11	30323099	30338458	0.50687940055552	0	1	0	0	0	0
ARL15	54622	5	53884748	54310586	0.254570118209418	0	0	0	1	0	0
ARL2	402	11	65014113	65022185	0.260060719591758	0	0	0	0	1	0
ARL4C	10123	2	234493041	234497053	0.440927588657063	0	0	1	0	0	0
ARL5A	26225	2	151800966	151828495	0.445126283831794	0	0	0	1	0	0
ARL5AP2	641380	10	99011155	99014222	0.0273884116013177	1	0	0	0	0	0
ARL6IP1	23204	16	18791669	18801535	0.851366190814547	0	0	1	0	0	0
ARL6IP5	10550	3	69084939	69106088	0.715393062463665	0	0	1	0	0	0
ARMC8	25852	3	138187248	138298389	0.60112395840062	0	0	0	0	0	1
ARMC9	80210	2	231198546	231394991	0.532200762224663	0	1	0	0	0	0
ARMCX4	100131755	X	101418263	101535988	0.719720948259156	0	0	1	0	0	0
ARNT2	9915	15	80404350	80597937	0.701569666042245	0	0	1	0	0	0
ARNTL	406	11	13277727	13387811	0.596537691363607	0	1	0	0	0	0
ARNTL2	56938	12	27332854	27425813	0.450487694593373	0	1	0	0	0	0
ARPC1B	10095	7	99374675	99394801	0.11220205413087	0	0	0	1	0	0
ARPC2	10109	2	218217094	218254348	0.651831277049286	0	0	0	1	0	0
ARPC5	10092	1	183626193	183635941	0.342032168464569	0	0	0	0	1	0
ARPP19	10776	15	52547187	52569221	0.825657257283121	0	1	0	0	0	0
ARRB2	409	17	4710494	4721500	0.492926813513339	0	0	0	1	0	0
ARRDC4	91947	15	97960703	97973838	0.156320651120729	0	0	0	0	0	1
ARSJ	79642	4	113900284	113981430	0.110135004198695	1	0	0	0	0	0
ART3	419	4	76011180	76112802	0.281700148569214	0	1	0	0	0	0
ARV1	64801	1	230979075	231000733	0.375104967379368	0	0	1	0	0	0
ARVCF	421	22	19966603	20016802	0.170660810025192	1	0	0	0	0	0
ARX	170302	X	25003694	25015948	0.126477617724953	0	0	1	0	0	0
ASAH1	427	8	18056416	18084998	0.642400361733738	0	0	1	0	0	0
ASAP1-IT2	100507117	8	130082738	130084768	0.175570053614108	0	0	0	0	0	1
ASAP2	8853	2	9206765	9405683	0.472773076674633	1	0	0	0	0	0
ASAP3	55616	1	23428563	23484567	0.0256443382210452	1	0	0	0	0	0
ASCL1	429	12	102957674	102960516	0.126413022414573	0	0	0	0	0	1
ASIC2	40	17	33013087	34156806	0.210451521219559	0	0	1	0	0	0
ASIC4	55515	2	219514170	219538772	0.0853304050125961	0	0	1	0	0	0
ASPA	443	17	3474110	3499406	0.0184742587688134	0	0	0	0	1	0
ASPH	444	8	61500556	61714640	0.67586073251082	1	0	0	0	0	0
ASPM	259266	1	197084127	197146694	0.127704928622182	0	0	1	0	0	0
ASRGL1	80150	11	62337302	62401378	0.309023964860151	1	0	0	0	0	0
ASS1	445	9	130444707	130501274	0.140365609456753	0	0	1	0	0	0
ASUN	55726	12	26905057	26938326	0.199599509075641	0	0	0	0	1	0
ASXL2	55252	2	25733753	25878474	0.360571022543763	1	0	0	0	0	0
ASXL3	80816	18	33578577	33751195	0.513080550352044	0	1	0	0	0	0
ATCAY	85300	19	3880620	3928082	0.784768425812286	0	0	1	0	0	0
ATE1	11101	10	121740421	121928801	0.550804211614237	0	0	0	0	1	0
ATE1-AS1	100130887	10	121928312	121951965	0.0910793876364576	1	0	0	0	0	0
ATF3	467	1	212565334	212620777	0.0119501324203863	0	0	0	0	1	0
ATF6B	1388	6	32115268	32128240	0.678056973063756	1	0	0	0	0	0
ATG12P1	100151642	17	73067545	73068303	0.0650474775531296	1	0	0	0	0	0
ATG13	9776	11	46617276	46676019	0.381306117175893	0	0	0	0	1	0
ATG16L2	89849	11	72814406	72842705	0.275886570634972	0	0	0	1	0	0
ATG3	64422	3	112532507	112561963	0.182417156514437	0	0	0	0	1	0
ATG4B	23192	2	241637612	241673857	0.609908920612364	1	0	0	0	0	0
ATG4C	84938	1	62784106	62865270	0.353465538401912	0	0	0	0	1	0
ATG9B	285973	7	151012209	151024499	0.163878302435243	0	0	1	0	0	0
ATL1	51062	14	50533082	50633068	0.769007170079452	0	0	0	0	1	0
ATL2	64225	2	38294094	38378139	0.551062592855759	1	0	0	0	0	0
ATL3	25923	11	63624082	63671974	0.239519410890769	0	0	0	0	1	0
ATN1	1822	12	6924463	6942321	0.47923260771268	1	0	0	0	0	0
ATOX1	475	5	151742822	151758649	0.272398423874427	0	0	1	0	0	0
ATP10D	57205	4	47485271	47593486	0.29229377947161	0	0	1	0	0	0
ATP11A	23250	13	112690049	112887168	0.257476907176539	0	0	0	0	1	0
ATP11C	286410	X	139726346	139945234	0.0731864866610684	0	0	1	0	0	0
ATP13A2	23400	1	16985958	17011972	0.641043860215748	0	0	1	0	0	0
ATP13A3	79572	3	194402674	194486654	0.566307086105549	0	0	1	0	0	0
ATP1A1	476	1	116372185	116404774	0.841547703636716	0	0	1	0	0	0
ATP1A3	478	19	41966582	41994276	0.804534590788709	0	0	1	0	0	0
ATP1B1	481	1	169106709	169132722	0.857567340611072	0	0	1	0	0	0
ATP2A2	488	12	110281227	110351093	0.882759511659454	0	0	1	0	0	0
ATP2B1	490	12	89588049	89709353	0.944900200245462	0	1	0	0	0	0
ATP2B2	491	3	10324023	10707993	0.903752987533105	0	1	0	0	0	0
ATP2C2	9914	16	84368523	84464187	0.15095924035915	0	0	0	0	0	1
ATP5A1	498	18	46084144	46104233	0.730379174471933	0	0	1	0	0	0
ATP5B	506	12	56638175	56646068	0.842839609844325	0	0	1	0	0	0
ATP5C1	509	10	7788130	7807801	0.52354499063368	0	0	1	0	0	0
ATP5F1	515	1	111449121	111461918	0.536657838640915	0	0	1	0	0	0
ATP5G2	517	12	53665160	53676728	0.570118209417996	0	0	1	0	0	0
ATP5I	521	4	672436	674338	0.850978618952264	1	0	0	0	0	0
ATP5O	539	21	33903453	33915854	0.598087978812738	0	0	1	0	0	0
ATP6AP1	537	X	154428632	154436517	0.550352044441574	0	0	1	0	0	0
ATP6AP1L	92270	5	82278665	82344260	0.402105807118403	1	0	0	0	0	0
ATP6AP2	10159	X	40580964	40606637	0.642464957044119	0	0	1	0	0	0
